story_id,character,source_text,situation,moral_conflict,broken_component,iks_principle,hope_message,distress_keywords,emotion_tags,distress_level,decision_taken,outcome,user_group,data_source
IKS_EXT_445,Monk,Life of Swami Vivekananda,struggling with lack of resources,non-violence vs self-defense,Pathways,dharma,"Through dharma, one can navigate struggling with lack of resources and restore inner balance.","fear, non-violence, self-defense",fear,high,Decided to apply dharma to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_446,Narendra,Life of Swami Vivekananda,facing a moral dilemma between family and duty,fear vs courage,Pathways,karma yoga,"Through karma yoga, one can navigate facing a moral dilemma between family and duty and restore inner balance.","helplessness, fear, courage",helplessness,medium,Decided to apply karma yoga to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_447,Disciple,Life of Swami Vivekananda,struggling with lack of resources,attachment vs detachment,Agency,vairagya,"Through vairagya, one can navigate struggling with lack of resources and restore inner balance.","grief, attachment, detachment",grief,low,Decided to apply vairagya to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_448,Ramakrishna,Life of Swami Vivekananda,struggling with lack of resources,forgiveness vs anger,Pathways,tapas,"Through tapas, one can navigate struggling with lack of resources and restore inner balance.","confusion, forgiveness, anger",confusion,medium,Decided to apply tapas to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_449,Monk,Life of Swami Vivekananda,overcoming traumatic past,patience vs impulse,Agency,daya,"Through daya, one can navigate overcoming traumatic past and restore inner balance.","anxiety, patience, impulse",anxiety,medium,Decided to apply daya to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_450,Ramakrishna,Life of Swami Vivekananda,coping with aging,loyalty vs righteousness,Agency,shanti,"Through shanti, one can navigate coping with aging and restore inner balance.","grief, loyalty, righteousness",grief,high,Decided to apply shanti to resolve the loyalty vs righteousness.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_451,Narendra,Life of Swami Vivekananda,struggling with lack of resources,duty vs personal gain,Agency,satya,"Through satya, one can navigate struggling with lack of resources and restore inner balance.","moral tension, duty, personal gain",moral tension,low,Decided to apply satya to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_452,Disciple,Life of Swami Vivekananda,coping with aging,fear vs courage,Agency,viveka,"Through viveka, one can navigate coping with aging and restore inner balance.","confusion, fear, courage",confusion,medium,Decided to apply viveka to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_453,Disciple,Life of Swami Vivekananda,facing a loss of a loved one,self-interest vs social good,Pathways,shanti,"Through shanti, one can navigate facing a loss of a loved one and restore inner balance.","anxiety, self-interest, social good",anxiety,high,Decided to apply shanti to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_454,Disciple,Life of Swami Vivekananda,struggling with lack of resources,fear vs courage,Goals,dharma,"Through dharma, one can navigate struggling with lack of resources and restore inner balance.","despair, fear, courage",despair,low,Decided to apply dharma to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_455,Vivekananda,Life of Swami Vivekananda,dealing with public humiliation,mercy vs justice,Goals,viveka,"Through viveka, one can navigate dealing with public humiliation and restore inner balance.","sadness, mercy, justice",sadness,low,Decided to apply viveka to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_456,Vivekananda,Life of Swami Vivekananda,struggling with poverty,truth vs convenience,Agency,satya,"Through satya, one can navigate struggling with poverty and restore inner balance.","fear, truth, convenience",fear,high,Decided to apply satya to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_457,Youth,Life of Swami Vivekananda,facing betrayal by a friend,patience vs impulse,Pathways,daya,"Through daya, one can navigate facing betrayal by a friend and restore inner balance.","moral tension, patience, impulse",moral tension,low,Decided to apply daya to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_458,Monk,Life of Swami Vivekananda,dealing with anger and revenge,hard work vs luck,Pathways,kshama,"Through kshama, one can navigate dealing with anger and revenge and restore inner balance.","confusion, hard work, luck",confusion,low,Decided to apply kshama to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_459,Ramakrishna,Life of Swami Vivekananda,balancing personal growth with social duty,hard work vs luck,Agency,daya,"Through daya, one can navigate balancing personal growth with social duty and restore inner balance.","confusion, hard work, luck",confusion,high,Decided to apply daya to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_460,Ramakrishna,Life of Swami Vivekananda,feeling confused about career path,forgiveness vs anger,Goals,bhakti,"Through bhakti, one can navigate feeling confused about career path and restore inner balance.","fear, forgiveness, anger",fear,low,Decided to apply bhakti to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_461,Ramakrishna,Life of Swami Vivekananda,facing a moral dilemma between family and duty,integrity vs shortcut,Pathways,viveka,"Through viveka, one can navigate facing a moral dilemma between family and duty and restore inner balance.","confusion, integrity, shortcut",confusion,medium,Decided to apply viveka to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_462,Disciple,Life of Swami Vivekananda,balancing personal growth with social duty,truth vs convenience,Goals,kshama,"Through kshama, one can navigate balancing personal growth with social duty and restore inner balance.","grief, truth, convenience",grief,high,Decided to apply kshama to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_463,Narendra,Life of Swami Vivekananda,facing ethical corruption in workplace,truth vs convenience,Goals,tapas,"Through tapas, one can navigate facing ethical corruption in workplace and restore inner balance.","fear, truth, convenience",fear,medium,Decided to apply tapas to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_464,Narendra,Life of Swami Vivekananda,balancing personal growth with social duty,fear vs courage,Pathways,dana,"Through dana, one can navigate balancing personal growth with social duty and restore inner balance.","sadness, fear, courage",sadness,low,Decided to apply dana to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_465,Youth,Life of Swami Vivekananda,overcoming procrastination,self-interest vs social good,Goals,tapas,"Through tapas, one can navigate overcoming procrastination and restore inner balance.","grief, self-interest, social good",grief,high,Decided to apply tapas to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_466,Narendra,Life of Swami Vivekananda,dealing with unrequited efforts,forgiveness vs anger,Goals,shanti,"Through shanti, one can navigate dealing with unrequited efforts and restore inner balance.","frustration, forgiveness, anger",frustration,low,Decided to apply shanti to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_467,Monk,Life of Swami Vivekananda,handling success and ego,self-interest vs social good,Agency,shanti,"Through shanti, one can navigate handling success and ego and restore inner balance.","fear, self-interest, social good",fear,medium,Decided to apply shanti to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_468,Ramakrishna,Life of Swami Vivekananda,struggling with lack of resources,faith vs logic,Agency,tapas,"Through tapas, one can navigate struggling with lack of resources and restore inner balance.","confusion, faith, logic",confusion,medium,Decided to apply tapas to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_469,Narendra,Life of Swami Vivekananda,facing social discrimination,faith vs logic,Agency,kshama,"Through kshama, one can navigate facing social discrimination and restore inner balance.","frustration, faith, logic",frustration,medium,Decided to apply kshama to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_470,Ramakrishna,Life of Swami Vivekananda,dealing with public humiliation,forgiveness vs anger,Agency,dana,"Through dana, one can navigate dealing with public humiliation and restore inner balance.","moral tension, forgiveness, anger",moral tension,high,Decided to apply dana to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_471,Disciple,Life of Swami Vivekananda,balancing personal growth with social duty,patience vs impulse,Goals,bhakti,"Through bhakti, one can navigate balancing personal growth with social duty and restore inner balance.","fear, patience, impulse",fear,medium,Decided to apply bhakti to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_472,Disciple,Life of Swami Vivekananda,coping with aging,mercy vs justice,Goals,bhakti,"Through bhakti, one can navigate coping with aging and restore inner balance.","helplessness, mercy, justice",helplessness,low,Decided to apply bhakti to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_473,Vivekananda,Life of Swami Vivekananda,struggling with self-doubt,self-interest vs social good,Goals,satya,"Through satya, one can navigate struggling with self-doubt and restore inner balance.","grief, self-interest, social good",grief,high,Decided to apply satya to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_474,Vivekananda,Life of Swami Vivekananda,handling jealousy and envy,fear vs courage,Pathways,ahimsa,"Through ahimsa, one can navigate handling jealousy and envy and restore inner balance.","grief, fear, courage",grief,high,Decided to apply ahimsa to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_475,Ramakrishna,Life of Swami Vivekananda,facing betrayal by a friend,forgiveness vs anger,Agency,satya,"Through satya, one can navigate facing betrayal by a friend and restore inner balance.","despair, forgiveness, anger",despair,low,Decided to apply satya to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_476,Narendra,Life of Swami Vivekananda,struggling with poverty,ambition vs contentment,Goals,daya,"Through daya, one can navigate struggling with poverty and restore inner balance.","anger, ambition, contentment",anger,medium,Decided to apply daya to resolve the ambition vs contentment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_477,Ramakrishna,Life of Swami Vivekananda,facing injustice from authority,duty vs personal gain,Goals,tapas,"Through tapas, one can navigate facing injustice from authority and restore inner balance.","helplessness, duty, personal gain",helplessness,low,Decided to apply tapas to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_478,Disciple,Life of Swami Vivekananda,balancing personal growth with social duty,self-interest vs social good,Pathways,daya,"Through daya, one can navigate balancing personal growth with social duty and restore inner balance.","grief, self-interest, social good",grief,low,Decided to apply daya to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_479,Youth,Life of Swami Vivekananda,managing family conflicts,mercy vs justice,Goals,dharma,"Through dharma, one can navigate managing family conflicts and restore inner balance.","fear, mercy, justice",fear,low,Decided to apply dharma to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_480,Disciple,Life of Swami Vivekananda,overcoming fear of death,patience vs impulse,Goals,bhakti,"Through bhakti, one can navigate overcoming fear of death and restore inner balance.","confusion, patience, impulse",confusion,high,Decided to apply bhakti to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_481,Narendra,Life of Swami Vivekananda,facing betrayal by a friend,non-violence vs self-defense,Agency,viveka,"Through viveka, one can navigate facing betrayal by a friend and restore inner balance.","frustration, non-violence, self-defense",frustration,medium,Decided to apply viveka to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_482,Narendra,Life of Swami Vivekananda,overcoming procrastination,hard work vs luck,Pathways,viveka,"Through viveka, one can navigate overcoming procrastination and restore inner balance.","helplessness, hard work, luck",helplessness,low,Decided to apply viveka to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_483,Ramakrishna,Life of Swami Vivekananda,dealing with professional failure,non-violence vs self-defense,Agency,dana,"Through dana, one can navigate dealing with professional failure and restore inner balance.","despair, non-violence, self-defense",despair,low,Decided to apply dana to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_484,Youth,Life of Swami Vivekananda,handling success and ego,tradition vs innovation,Goals,vairagya,"Through vairagya, one can navigate handling success and ego and restore inner balance.","despair, tradition, innovation",despair,medium,Decided to apply vairagya to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_485,Disciple,Life of Swami Vivekananda,facing community isolation,tradition vs innovation,Agency,satya,"Through satya, one can navigate facing community isolation and restore inner balance.","helplessness, tradition, innovation",helplessness,high,Decided to apply satya to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_486,Monk,Life of Swami Vivekananda,balancing personal growth with social duty,mercy vs justice,Agency,satya,"Through satya, one can navigate balancing personal growth with social duty and restore inner balance.","anxiety, mercy, justice",anxiety,low,Decided to apply satya to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_487,Narendra,Life of Swami Vivekananda,facing community isolation,integrity vs shortcut,Pathways,ahimsa,"Through ahimsa, one can navigate facing community isolation and restore inner balance.","anxiety, integrity, shortcut",anxiety,medium,Decided to apply ahimsa to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_488,Youth,Life of Swami Vivekananda,feeling confused about career path,truth vs convenience,Goals,bhakti,"Through bhakti, one can navigate feeling confused about career path and restore inner balance.","anxiety, truth, convenience",anxiety,low,Decided to apply bhakti to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_489,Disciple,Life of Swami Vivekananda,struggling with lack of resources,truth vs convenience,Goals,karma yoga,"Through karma yoga, one can navigate struggling with lack of resources and restore inner balance.","sadness, truth, convenience",sadness,high,Decided to apply karma yoga to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_490,Youth,Life of Swami Vivekananda,struggling with self-doubt,truth vs convenience,Goals,vairagya,"Through vairagya, one can navigate struggling with self-doubt and restore inner balance.","sadness, truth, convenience",sadness,medium,Decided to apply vairagya to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_491,Vivekananda,Life of Swami Vivekananda,facing community isolation,fear vs courage,Pathways,shanti,"Through shanti, one can navigate facing community isolation and restore inner balance.","sadness, fear, courage",sadness,medium,Decided to apply shanti to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_492,Vivekananda,Life of Swami Vivekananda,overcoming procrastination,faith vs logic,Goals,shanti,"Through shanti, one can navigate overcoming procrastination and restore inner balance.","grief, faith, logic",grief,medium,Decided to apply shanti to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_493,Youth,Life of Swami Vivekananda,facing a moral dilemma between family and duty,tradition vs innovation,Agency,tapas,"Through tapas, one can navigate facing a moral dilemma between family and duty and restore inner balance.","confusion, tradition, innovation",confusion,high,Decided to apply tapas to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_494,Narendra,Life of Swami Vivekananda,facing community isolation,integrity vs shortcut,Pathways,shanti,"Through shanti, one can navigate facing community isolation and restore inner balance.","fear, integrity, shortcut",fear,medium,Decided to apply shanti to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_495,Vivekananda,Life of Swami Vivekananda,dealing with professional failure,hard work vs luck,Pathways,vairagya,"Through vairagya, one can navigate dealing with professional failure and restore inner balance.","confusion, hard work, luck",confusion,low,Decided to apply vairagya to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_496,Disciple,Life of Swami Vivekananda,struggling with lack of resources,attachment vs detachment,Agency,kshama,"Through kshama, one can navigate struggling with lack of resources and restore inner balance.","fear, attachment, detachment",fear,medium,Decided to apply kshama to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_497,Disciple,Life of Swami Vivekananda,facing a moral dilemma between family and duty,integrity vs shortcut,Goals,dana,"Through dana, one can navigate facing a moral dilemma between family and duty and restore inner balance.","sadness, integrity, shortcut",sadness,low,Decided to apply dana to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_498,Vivekananda,Life of Swami Vivekananda,feeling lonely in a crowd,loyalty vs righteousness,Goals,karma yoga,"Through karma yoga, one can navigate feeling lonely in a crowd and restore inner balance.","helplessness, loyalty, righteousness",helplessness,high,Decided to apply karma yoga to resolve the loyalty vs righteousness.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_499,Disciple,Life of Swami Vivekananda,struggling with lack of resources,faith vs logic,Agency,satya,"Through satya, one can navigate struggling with lack of resources and restore inner balance.","anxiety, faith, logic",anxiety,medium,Decided to apply satya to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_500,Youth,Life of Swami Vivekananda,balancing personal growth with social duty,truth vs convenience,Goals,satya,"Through satya, one can navigate balancing personal growth with social duty and restore inner balance.","moral tension, truth, convenience",moral tension,medium,Decided to apply satya to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_501,Satyagrahi,Life of Mahatma Gandhi,facing community isolation,mercy vs justice,Pathways,tapas,"Through tapas, one can navigate facing community isolation and restore inner balance.","moral tension, mercy, justice",moral tension,high,Decided to apply tapas to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_502,Satyagrahi,Life of Mahatma Gandhi,feeling lonely in a crowd,tradition vs innovation,Pathways,dharma,"Through dharma, one can navigate feeling lonely in a crowd and restore inner balance.","anger, tradition, innovation",anger,medium,Decided to apply dharma to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_503,Follower,Life of Mahatma Gandhi,seeking purpose in life,truth vs convenience,Goals,daya,"Through daya, one can navigate seeking purpose in life and restore inner balance.","sadness, truth, convenience",sadness,high,Decided to apply daya to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_504,Satyagrahi,Life of Mahatma Gandhi,facing a moral dilemma between family and duty,duty vs personal gain,Goals,kshama,"Through kshama, one can navigate facing a moral dilemma between family and duty and restore inner balance.","despair, duty, personal gain",despair,medium,Decided to apply kshama to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_505,Follower,Life of Mahatma Gandhi,coping with aging,fear vs courage,Pathways,karma yoga,"Through karma yoga, one can navigate coping with aging and restore inner balance.","grief, fear, courage",grief,low,Decided to apply karma yoga to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_506,Satyagrahi,Life of Mahatma Gandhi,dealing with public humiliation,self-interest vs social good,Agency,satya,"Through satya, one can navigate dealing with public humiliation and restore inner balance.","grief, self-interest, social good",grief,medium,Decided to apply satya to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_507,Follower,Life of Mahatma Gandhi,coping with aging,patience vs impulse,Agency,shanti,"Through shanti, one can navigate coping with aging and restore inner balance.","anger, patience, impulse",anger,medium,Decided to apply shanti to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_508,Gandhi,Life of Mahatma Gandhi,facing a moral dilemma between family and duty,mercy vs justice,Agency,kshama,"Through kshama, one can navigate facing a moral dilemma between family and duty and restore inner balance.","moral tension, mercy, justice",moral tension,high,Decided to apply kshama to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_509,Gandhi,Life of Mahatma Gandhi,feeling confused about career path,mercy vs justice,Goals,tapas,"Through tapas, one can navigate feeling confused about career path and restore inner balance.","helplessness, mercy, justice",helplessness,low,Decided to apply tapas to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_510,Follower,Life of Mahatma Gandhi,feeling lonely in a crowd,ambition vs contentment,Agency,vairagya,"Through vairagya, one can navigate feeling lonely in a crowd and restore inner balance.","confusion, ambition, contentment",confusion,high,Decided to apply vairagya to resolve the ambition vs contentment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_511,Gandhi,Life of Mahatma Gandhi,dealing with unrequited efforts,attachment vs detachment,Agency,daya,"Through daya, one can navigate dealing with unrequited efforts and restore inner balance.","anxiety, attachment, detachment",anxiety,low,Decided to apply daya to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_512,Village Leader,Life of Mahatma Gandhi,handling success and ego,loyalty vs righteousness,Agency,bhakti,"Through bhakti, one can navigate handling success and ego and restore inner balance.","helplessness, loyalty, righteousness",helplessness,high,Decided to apply bhakti to resolve the loyalty vs righteousness.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_513,Kasturba,Life of Mahatma Gandhi,facing a loss of a loved one,fear vs courage,Goals,daya,"Through daya, one can navigate facing a loss of a loved one and restore inner balance.","frustration, fear, courage",frustration,low,Decided to apply daya to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_514,Follower,Life of Mahatma Gandhi,balancing personal growth with social duty,integrity vs shortcut,Goals,vairagya,"Through vairagya, one can navigate balancing personal growth with social duty and restore inner balance.","helplessness, integrity, shortcut",helplessness,medium,Decided to apply vairagya to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_515,Freedom Fighter,Life of Mahatma Gandhi,handling success and ego,faith vs logic,Agency,tapas,"Through tapas, one can navigate handling success and ego and restore inner balance.","helplessness, faith, logic",helplessness,low,Decided to apply tapas to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_516,Village Leader,Life of Mahatma Gandhi,struggling with lack of resources,faith vs logic,Pathways,ahimsa,"Through ahimsa, one can navigate struggling with lack of resources and restore inner balance.","confusion, faith, logic",confusion,low,Decided to apply ahimsa to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_517,Village Leader,Life of Mahatma Gandhi,facing ethical corruption in workplace,attachment vs detachment,Goals,kshama,"Through kshama, one can navigate facing ethical corruption in workplace and restore inner balance.","helplessness, attachment, detachment",helplessness,high,Decided to apply kshama to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_518,Village Leader,Life of Mahatma Gandhi,seeking purpose in life,hard work vs luck,Agency,daya,"Through daya, one can navigate seeking purpose in life and restore inner balance.","anger, hard work, luck",anger,low,Decided to apply daya to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_519,Village Leader,Life of Mahatma Gandhi,overcoming procrastination,integrity vs shortcut,Agency,karma yoga,"Through karma yoga, one can navigate overcoming procrastination and restore inner balance.","confusion, integrity, shortcut",confusion,medium,Decided to apply karma yoga to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_520,Gandhi,Life of Mahatma Gandhi,facing social discrimination,hard work vs luck,Goals,dana,"Through dana, one can navigate facing social discrimination and restore inner balance.","confusion, hard work, luck",confusion,low,Decided to apply dana to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_521,Freedom Fighter,Life of Mahatma Gandhi,facing injustice from authority,mercy vs justice,Goals,viveka,"Through viveka, one can navigate facing injustice from authority and restore inner balance.","grief, mercy, justice",grief,low,Decided to apply viveka to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_522,Kasturba,Life of Mahatma Gandhi,seeking purpose in life,faith vs logic,Goals,dharma,"Through dharma, one can navigate seeking purpose in life and restore inner balance.","anger, faith, logic",anger,low,Decided to apply dharma to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_523,Kasturba,Life of Mahatma Gandhi,struggling with addiction or bad habits,non-violence vs self-defense,Agency,vairagya,"Through vairagya, one can navigate struggling with addiction or bad habits and restore inner balance.","frustration, non-violence, self-defense",frustration,high,Decided to apply vairagya to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_524,Follower,Life of Mahatma Gandhi,experiencing a crisis of faith,integrity vs shortcut,Agency,vairagya,"Through vairagya, one can navigate experiencing a crisis of faith and restore inner balance.","confusion, integrity, shortcut",confusion,medium,Decided to apply vairagya to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_525,Freedom Fighter,Life of Mahatma Gandhi,facing a loss of a loved one,forgiveness vs anger,Goals,vairagya,"Through vairagya, one can navigate facing a loss of a loved one and restore inner balance.","anxiety, forgiveness, anger",anxiety,high,Decided to apply vairagya to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_526,Follower,Life of Mahatma Gandhi,struggling with poverty,integrity vs shortcut,Pathways,ahimsa,"Through ahimsa, one can navigate struggling with poverty and restore inner balance.","fear, integrity, shortcut",fear,medium,Decided to apply ahimsa to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_527,Follower,Life of Mahatma Gandhi,seeking purpose in life,hard work vs luck,Pathways,viveka,"Through viveka, one can navigate seeking purpose in life and restore inner balance.","anger, hard work, luck",anger,low,Decided to apply viveka to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_528,Follower,Life of Mahatma Gandhi,facing exhaustion and burnout,attachment vs detachment,Pathways,tapas,"Through tapas, one can navigate facing exhaustion and burnout and restore inner balance.","fear, attachment, detachment",fear,low,Decided to apply tapas to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
